id,question,answer,difficulty,bloom_taxonomy,grade,subject,type,topic,
390,Who were the leaders of the Bardoli Satyagraha in 1928 and what were its outcomes?,"Sardar Vallabhbhai Patel led the Bardoli Satyagraha against unjust taxes, resulting in reduced tax rates and increased public support for nationalist movements",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
2,Choose the correct answer: The process by which plants make their food is called ____.,Photosynthesis,easy,Remembering,6,Biology,MCQ,Plant Physiology,
442,What is the importance of the discovery of the Indus Valley Civilization for understanding ancient Indian history?,"The discovery of the Indus Valley Civilization provided insights into early urbanization, trade networks, and cultural practices in ancient India.",medium,Understanding,6,History,Descriptive,Ancient Indian Civilization,
483,Who were the prominent leaders of the Home Rule Movement in India during World War I?,Leaders like Annie Besant and Bal Gangadhar Tilak advocated for self-government (Home Rule) within the British Empire.,medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
50,Choose the correct answer: The pigment responsible for photosynthesis is ____.,Chlorophyll,easy,Remembering,6,Biology,MCQ,Plant Physiology,
420,What environmental factors are necessary for seed germination?,"Seed germination requires water, oxygen, and a suitable temperature.",medium,Understanding,6,Biology,Descriptive,Plant Biology,
181,Choose the correct answer: An example of mutualism is the relationship between ____,Bees and flowers,easy,Remembering,6,Biology,MCQ,Ecology,
106,Choose the correct answer: The brain and spinal cord make up the ____,Central nervous system,easy,Remembering,6,Biology,MCQ,Human Nervous System,
35,Choose the correct answer: The heart pumps blood to the ____.,Body,easy,Remembering,6,Biology,MCQ,Human Circulatory System,
264,Describe the reign of Ashoka the Great. What were his contributions to Indian society?,"Ashoka promoted Buddhism, spread dhamma (righteousness), and built pillars and rock edicts across his empire",medium,Understanding,6,History,Descriptive,Ancient Indian History,
428,Explain the function of the stomach in digestion.,The stomach mixes food with digestive juices and breaks it down into a semi-liquid form for further digestion.,medium,Understanding,6,Biology,Descriptive,Human Digestive System,
367,Describe the contributions of Rabindranath Tagore to Indian literature and nationalism.,"Tagore wrote the national anthem of India, promoted educational reforms, and emphasized cultural unity",medium,Understanding,6,History,Descriptive,Indian Literature,
192,What is a food web?,"A food web is a complex network of interconnected food chains in an ecosystem, showing the feeding relationships and energy flow between organisms.",medium,Understanding,6,Biology,Descriptive,Ecology,
340,What is the difference between renewable and non-renewable energy resources?,"Renewable energy resources are naturally replenished over time (e.g., solar, wind), while non-renewable energy resources are finite and cannot be replaced once depleted (e.g., fossil fuels).",medium,Understanding,6,Physics,Descriptive,Energy Resources,
474,Explain the role of Indian princely states in the integration process after independence.,"Indian princely states acceded to the Indian Union through agreements and negotiations, contributing to the territorial integrity of India.",medium,Understanding,6,History,Descriptive,Post-Independence Indian History,
153,What is the function of the cerebrum in the brain?,"The cerebrum is the largest part of the brain and is responsible for voluntary actions, sensory perception, and higher cognitive functions such as thinking, reasoning, and memory.",medium,Understanding,6,Biology,Descriptive,Human Brain,
346,What is the difference between series and parallel circuits?,"In a series circuit, components are connected one after another in a single loop, so the same current flows through each component. In a parallel circuit, components are connected in separate branches, allowing different amounts of current to flow through each branch.",medium,Understanding,6,Physics,Descriptive,Electric Circuits,
265,Explain the term 'dhamma' as used by Ashoka in his edicts.,"Dhamma referred to ethical and righteous conduct promoted by Ashoka, emphasizing tolerance, compassion, and non-violence",medium,Understanding,6,History,Descriptive,Ancient Indian History,
142,Choose the correct answer: Saliva helps in the digestion of ____,Starch,easy,Remembering,6,Biology,MCQ,Human Digestive System,
14,Explain the difference between self-pollination and cross-pollination.,"Self-pollination occurs within the same flower, while cross-pollination involves the transfer of pollen between different flowers.",medium,Understanding,6,Biology,Descriptive,Plant Reproduction,
316,What is the function of an inclined plane?,An inclined plane reduces the effort needed to lift objects by increasing the distance over which the force is applied.,easy,Understanding,6,Physics,Descriptive,Simple Machines,
189,What is the function of roots in plants?,"Roots anchor the plant in the soil, absorb water and nutrients from the soil, and sometimes store food.",medium,Understanding,6,Biology,Descriptive,Plant Biology,
388,What were the major contributions of Dr. Rajendra Prasad to independent India as its first president?,"Dr. Rajendra Prasad played a key role in nation-building, promoting education, agriculture, and social welfare",medium,Understanding,6,History,Descriptive,Post-Independence Indian History,
274,Who were the Bhakti saints and what was their contribution to Indian society during the medieval period?,"Bhakti saints were devotional poets who emphasized love and devotion to a personal god, promoting social harmony and religious tolerance",medium,Understanding,6,History,Descriptive,Medieval Indian History,
217,Choose the correct answer: The unit used to measure electric current is ____,Ampere,easy,Remembering,6,Physics,MCQ,Electricity,
329,Choose the correct answer: Which of the following is an example of an electromagnet?,A scrapyard crane,easy,Remembering,6,Physics,MCQ,Electromagnetism,
493,Describe the contributions of Maulana Abul Kalam Azad to India's freedom struggle and education.,"Maulana Azad was a prominent leader in the freedom movement and the first Education Minister of independent India, promoting secularism and educational reforms.",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
85,Explain the process of metamorphosis in insects.,"Metamorphosis is the transformation process from larva to adult form in insects, involving distinct stages like egg, larva, pupa, and adult.",easy,Understanding,6,Biology,Descriptive,Insect Life Cycle,
307,What is the function of the ozone layer in the atmosphere?,"The ozone layer absorbs most of the Sun's harmful ultraviolet (UV) radiation, protecting life on Earth.",medium,Understanding,6,Physics,Descriptive,Atmospheric Science,
481,What were the main objectives of the Young Bengal Movement during the early 19th century in India?,"The Young Bengal Movement aimed at social reforms, modern education, and cultural revival in Bengal.",medium,Understanding,6,History,Descriptive,Indian Social Reform MovementsCertainly! I'll reformat the output to match the format you've requested. Here's the updated CSV file:,
320,choose the correct answer: a material that allows light to pass through but scatters it is called ____,Translucent,easy,Remembering,6,Physics,MCQ,Optics,
144,what are hormones?,Hormones are chemical messengers produced by endocrine glands that regulate various physiological processes in the body.,easy,Understanding,6,Biology,Descriptive,Endocrine System,
155,describe the difference between a virus and a bacterium.,"A virus is a microscopic infectious agent that can only replicate inside the living cells of a host organism, while a bacterium is a single-celled microorganism that can live independently and reproduce on its own.",medium,Understanding,6,Biology,Descriptive,Microbiology,
364,what was the role of rani lakshmibai in the indian rebellion of 1857?,"Rani Lakshmibai of Jhansi was a prominent leader in the rebellion against British rule, known for her bravery and defense of Jhansi",medium,Understanding,6,History,Descriptive,Indian Rebellion of 1857,
151,choose the correct answer: which bone protects the brain?,Skull,easy,Remembering,6,Biology,MCQ,Skeletal System,
457,describe the significance of the 'quit india' movement of 1942 in india's struggle for independence.,"The 'Quit India' movement demanded immediate British withdrawal from India, leading to mass protests and arrests of nationalist leaders.",medium,Understanding,6,History,Descriptive,Indian Independence Movement,
225,what is the function of a convex lens?,"A convex lens converges light rays to form a real or virtual image, used in magnifying glasses, cameras, and microscopes.",medium,Understanding,6,Physics,Descriptive,Optics,
446,describe the mauryan administration under emperor ashoka.,"Ashoka's administration included officials like the Samaharta (Chief Minister) and the Dhamma Mahamatta (Officers of Dhamma), focusing on welfare and justice.",medium,Understanding,6,History,Descriptive,Ancient Indian History,
240,what is the difference between mass and weight?,"Mass is the amount of matter in an object and is constant, while weight is the gravitational force acting on an object and depends on the gravitational field strength.",medium,Understanding,6,Physics,Descriptive,Mechanics,
497,describe the contributions of maulana abul kalam azad to india's freedom struggle and education.,"Maulana Azad was a prominent leader in the freedom movement and the first Education Minister of independent India, promoting secularism and educational reforms.",medium,Understanding,6,History,Descriptive,Indian Independence Movement,
238,choose the correct answer: which of the following is a vector quantity?,Force,easy,Remembering,6,Physics,MCQ,Mechanics,
220,"choose the correct answer: a flat, smooth surface that reflects light is called a ____",Mirror,easy,Remembering,6,Physics,MCQ,Optics,
159,what is a biome?,A biome is a large geographical area characterized by distinct plant and animal communities adapted to its particular climate and environment.,easy,Understanding,6,Biology,Descriptive,Ecology,
49,explain the process of photosynthesis and its importance to life on earth.,"Photosynthesis converts light energy into chemical energy, producing oxygen and glucose, which are essential for life.",hard,Evaluating,6,Biology,Descriptive,Plant Biology,
345,explain why metal objects feel colder to the touch than wooden objects at the same temperature.,Metal objects feel colder to the touch than wooden objects at the same temperature because metals are better conductors of heat and conduct heat away from the skin more quickly.,medium,Understanding,6,Physics,Descriptive,Thermodynamics,
136,"choose the correct answer: the organelle known as the ""powerhouse"" of the cell is the ____",Mitochondrion,easy,Remembering,6,Biology,MCQ,Cell Biology,
253,what are sources of history? provide examples.,"Sources of history include archaeological remains, coins, inscriptions, and manuscripts (e.g., Ashokan inscriptions, Harappan seals)",medium,Understanding,6,History,Descriptive,Historical Methods,
22,describe the structure of a typical seed.,"A typical seed consists of an embryo, a seed coat, and endosperm.",easy,Understanding,6,Biology,Descriptive,Plant Biology,
314,choose the correct answer: the unit used to measure electric current is ____,Ampere,easy,Remembering,6,Physics,MCQ,Electricity,
460,describe the contributions of maulana abul kalam azad to india's education system and cultural revival post-independence.,"Azad served as India's first Education Minister, promoting secular education and cultural diversity.",medium,Understanding,6,History,Descriptive,Post-Independence India,
211,explain why objects float or sink in water.,"Objects float or sink depending on their density relative to water; objects denser than water sink, while those less dense float.",medium,Understanding,6,Physics,Descriptive,Fluid Mechanics,
277,describe the administrative system of the mughal empire under akbar.,"Akbar implemented a centralized administrative system with efficient revenue collection, military reforms, and religious tolerance policies",medium,Understanding,6,History,Descriptive,Medieval Indian History,
444,"explain the impact of the gupta empire on art, literature, and culture in ancient india.","The Gupta Empire is known as the Golden Age of India, with achievements in literature (e.g., Kalidasa), art (e.g., Ajanta caves), and science (e.g., astronomy).",medium,Understanding,6,History,Descriptive,Ancient Indian History,
242,explain the difference between balanced and unbalanced forces.,"Balanced forces do not cause a change in the motion of an object (net force is zero), while unbalanced forces cause a change in the motion of an object (net force is not zero).",medium,Understanding,6,Physics,Descriptive,Mechanics,
386,who were the prominent leaders of the khilafat movement and what were their objectives?,"Leaders like Mahatma Gandhi and Muhammad Ali supported the Khilafat Movement, advocating for the rights of Muslims and Indian independence",medium,Understanding,6,History,Descriptive,Indian Independence Movement,
294,explain the impact of globalization on indian culture and economy in the 21st century.,"Globalization led to economic liberalization, cultural exchanges, technological advancements, and challenges such as environmental concerns and social inequalities",medium,Understanding,6,History,Descriptive,Modern Indian History,
414,what are the advantages of sexual reproduction over asexual reproduction?,"Sexual reproduction promotes genetic diversity, which enhances species survival in changing environments.",medium,Understanding,6,Biology,Descriptive,Reproduction,
344,choose the correct answer: the transfer of thermal energy by direct contact between particles of matter is called ____,Conduction,easy,Remembering,6,Physics,MCQ,Thermodynamics,
258,what is the significance of the rigveda in understanding early indian history?,"The Rigveda is one of the oldest texts in the world and provides insights into early Aryan society, religion, and culture",medium,Understanding,6,History,Descriptive,Ancient Indian History,
309,explain the greenhouse effect.,"The greenhouse effect is the process by which greenhouse gases trap heat from the Sun in the Earth's atmosphere, warming the planet.",medium,Understanding,6,Physics,Descriptive,Environmental Science,
100,choose the correct answer: the pigment responsible for absorbing light energy in plants is ____,Chlorophyll,easy,Remembering,6,Biology,MCQ,Plant Biology,
81,what is the function of the nervous system in the human body?,The nervous system coordinates and controls all voluntary and involuntary actions.,medium,Understanding,6,Biology,Descriptive,Nervous System,
202,explain the process of metamorphosis in insects.,"Metamorphosis is the transformation process from larva to adult form in insects, involving distinct stages like egg, larva, pupa, and adult.",easy,Understanding,6,Biology,Descriptive,Entomology,
360,who were the mughals and what were their contributions to indian art and culture?,"The Mughals were a dynasty known for their patronage of art, architecture (e.g., Taj Mahal), and miniature paintings",medium,Understanding,6,History,Descriptive,Medieval Indian History,
200,explain the role of producers in an ecosystem.,"Producers, such as plants and algae, convert sunlight into chemical energy through photosynthesis, forming the base of the food chain and providing energy for other organisms.",medium,Understanding,6,Biology,Descriptive,Ecology,
373,explain the impact of the partition of bengal in 1905 on indian politics and society.,"The partition led to protests, communal tensions, and the growth of nationalist movements against British policies",medium,Understanding,6,History,Descriptive,Modern Indian History,
188,explain the difference between monocots and dicots.,"Monocots have one cotyledon (seed leaf), parallel leaf veins, and flower parts in multiples of three, while dicots have two cotyledons, net-like leaf veins, and flower parts in multiples of four or five.",medium,Understanding,6,Biology,Descriptive,Plant Biology,
459,explain the role of the indian national army (ina) in india's struggle for independence during world war ii.,"The INA, led by Subhas Chandra Bose, aimed to liberate India from British rule with the support of Axis powers.",medium,Understanding,6,History,Descriptive,Indian Independence Movement,
331,what is the difference between speed and velocity?,"Speed is the distance traveled by an object in a given time, while velocity is the speed of an object in a specific direction.",medium,Understanding,6,Physics,Descriptive,Mechanics,
115,what is the function of a lever?,A lever is a simple machine that magnifies force or changes the direction of force.,easy,Understanding,6,Physics,Descriptive,Simple Machines,
467,who were the leaders of the indian national congress during the early phase of the independence movement?,"Leaders like Dadabhai Naoroji, Surendranath Banerjee, and Gopal Krishna Gokhale advocated for Indian representation and reforms under British rule.",medium,Understanding,6,History,Descriptive,Indian Independence Movement,
72,choose the correct answer: a substance that allows light to pass through it is called a ____,Transparent,easy,Remembering,6,Physics,MCQ,Optics,
500,who were the leaders of the bardoli satyagraha in 1928 and what were its outcomes?,"Sardar Vallabhbhai Patel led the Bardoli Satyagraha against unjust taxes, resulting in reduced tax rates and increased public support for nationalist movements.",medium,Understanding,6,History,Descriptive,Indian Independence Movement,
21,what are the conditions necessary for seed germination?,"Conditions necessary for germination include water, oxygen, and a suitable temperature.",medium,Understanding,6,Biology,Descriptive,Plant Biology,
239,explain why objects moving at constant speed in a circular path are accelerating.,Objects moving at constant speed in a circular path are accelerating because their velocity (direction) is changing continuously due to the centripetal force acting towards the center of the circle.,medium,Understanding,6,Physics,Descriptive,Mechanics,
172,choose the correct answer: the part of the brain responsible for memory and learning is the ____,Cerebrum,easy,Remembering,6,Biology,MCQ,Nervous System,
57,what is an electric circuit?,An electric circuit is a closed loop through which an electric current flows.,medium,Understanding,6,Physics,Descriptive,Electricity,
271,who were the sangam poets and what themes did they write about in their poems?,"Sangam poets were Tamil poets who wrote about love, war, nature, and ethics in their poems",medium,Understanding,6,History,Descriptive,Ancient Indian Literature,
349,what is the difference between static electricity and current electricity?,"Static electricity is the buildup of electric charge on the surface of an object, whereas current electricity is the flow of electric charge through a conductor.",medium,Understanding,6,Physics,Descriptive,Electricity,
436,choose the correct answer: the joint between the skull and the first vertebra is an example of a ____,Fixed joint,easy,Remembering,6,Biology,MCQ,Skeletal System,
53,choose the correct answer: newton's second law of motion is about the relationship between ____,"Force, mass, and acceleration",easy,Remembering,6,Physics,MCQ,Mechanics,
362,what were the causes of the decline of the mughal empire in india?,"Causes include weak successors, economic challenges, regional conflicts, and invasions by foreign powers",medium,Understanding,6,History,Descriptive,Mughal Empire,
362,what were the causes of the decline of the mughal empire in india?,"Causes include weak successors, economic challenges, regional conflicts, and invasions by foreign powers",medium,Understanding,6,History,Descriptive,Indian History,
174,what is transpiration?,Transpiration is the process by which water moves from the roots through the plant and evaporates from the leaves into the atmosphere.,medium,Understanding,6,Biology,Descriptive,Plant Physiology,
375,describe the contributions of sarojini naidu to india's freedom struggle and literature.,"Sarojini Naidu was a poet and a prominent leader in the Indian National Congress, advocating for women's rights and independence",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
375,describe the contributions of sarojini naidu to india's freedom struggle and literature.,"Sarojini Naidu was a poet and a prominent leader in the Indian National Congress, advocating for women's rights and independence",medium,Understanding,6,History,Descriptive,Indian Literature,
206,choose the correct answer: an organism's physical appearance is its ____,Phenotype,easy,Remembering,6,Biology,MCQ,Genetics,
55,describe the difference between mass and weight.,"Mass is the amount of matter in an object, while weight is the force of gravity acting on an object's mass.",medium,Understanding,6,Physics,Descriptive,Mechanics,
395,describe the contributions of maulana abul kalam azad to india's freedom struggle and education.,"Maulana Azad was a prominent leader in the freedom movement and the first Education Minister of independent India, promoting secularism and educational reforms",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
395,describe the contributions of maulana abul kalam azad to india's freedom struggle and education.,"Maulana Azad was a prominent leader in the freedom movement and the first Education Minister of independent India, promoting secularism and educational reforms",medium,Understanding,6,History,Descriptive,Indian Education,
378,who were the leaders of the civil disobedience movement in india during the 1930s?,"Mahatma Gandhi and Jawaharlal Nehru led the Civil Disobedience Movement, advocating non-violent resistance against British laws",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
75,choose the correct answer: burning fossil fuels releases ____,Carbon dioxide,easy,Remembering,6,Chemistry,MCQ,Environmental Chemistry,
169,choose the correct answer: which bone protects the heart?,Rib cage,easy,Remembering,6,Biology,MCQ,Human Anatomy,
451,what were the economic policies of akbar the great during the mughal empire?,"Akbar implemented policies like land revenue reforms (Zabt system), encouraging trade, and promoting agriculture.",medium,Understanding,6,History,Descriptive,Mughal Empire,
451,what were the economic policies of akbar the great during the mughal empire?,"Akbar implemented policies like land revenue reforms (Zabt system), encouraging trade, and promoting agriculture.",medium,Understanding,6,History,Descriptive,Economic History,
10,what is the function of the roots in a plant?,"Roots absorb water and nutrients from the soil, anchor the plant, and store food.",easy,Understanding,6,Biology,Descriptive,Plant Anatomy,
245,explain why it is easier to swim in saltwater than in freshwater.,"It is easier to swim in saltwater than in freshwater because saltwater is denser, providing greater buoyant force (upward force) to support a swimmer's weight.",medium,Understanding,6,Physics,Descriptive,Fluid Mechanics,
407,describe the process of photosynthesis in plants.,"Photosynthesis is the process by which green plants use sunlight, carbon dioxide, and water to produce glucose (sugar) and oxygen.",medium,Understanding,6,Biology,Descriptive,Plant Physiology,
185,describe the structure of a typical flower.,"A typical flower consists of male reproductive organs (stamens) containing pollen, female reproductive organs (pistil) containing ovules, petals for attracting pollinators, and sepals for protecting the flower bud.",medium,Understanding,6,Biology,Descriptive,Plant Anatomy,
372,what were the objectives of the simon commission in british india?,The Simon Commission was appointed to review and suggest reforms for the constitutional setup in British India,medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
389,explain the role of the indian constitution in shaping the governance of india post-independence.,"The Indian Constitution established democratic principles, fundamental rights, and a federal structure for governance",medium,Understanding,6,History,Descriptive,Indian Constitution,
389,explain the role of the indian constitution in shaping the governance of india post-independence.,"The Indian Constitution established democratic principles, fundamental rights, and a federal structure for governance",medium,Understanding,6,History,Descriptive,Indian Governance,
496,who were the leaders of the bardoli satyagraha in 1928 and what were its outcomes?,"Sardar Vallabhbhai Patel led the Bardoli Satyagraha against unjust taxes, resulting in reduced tax rates and increased public support for nationalist movements.",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
31,what is the role of the lungs in the respiratory system?,The lungs are responsible for the exchange of gases between the air and the blood.,medium,Understanding,6,Biology,Descriptive,Human Physiology,
317,"choose the correct answer: a flat, smooth surface that reflects light is called a ____",Mirror,easy,Remembering,6,Physics,MCQ,Optics,
409,choose the correct answer: which gas is released by plants during photosynthesis?,Oxygen,easy,Remembering,6,Biology,MCQ,Plant Physiology,
491,explain the role of indian princely states in the integration process after independence.,"Indian princely states acceded to the Indian Union through agreements and negotiations, contributing to the territorial integrity of India.",medium,Understanding,6,History,Descriptive,Indian History,
492,who were the leaders of the bardoli satyagraha in 1928 and what were its outcomes?,"Sardar Vallabhbhai Patel led the Bardoli Satyagraha against unjust taxes, resulting in reduced tax rates and increased public support for nationalist movements.",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
281,describe the impact of european traders on the indian economy during the 17th century.,"European traders introduced new goods, technology, and trade practices, leading to economic changes and political rivalries in India",medium,Understanding,6,History,Descriptive,Indian Economic History,
281,describe the impact of european traders on the indian economy during the 17th century.,"European traders introduced new goods, technology, and trade practices, leading to economic changes and political rivalries in India",medium,Understanding,6,History,Descriptive,Colonial History,
357,who were the sufis and what role did they play in medieval india?,"Sufis were mystics who spread Islam through their teachings of love, tolerance, and devotion (sufism)",medium,Understanding,6,History,Descriptive,Medieval Indian History,
357,who were the sufis and what role did they play in medieval india?,"Sufis were mystics who spread Islam through their teachings of love, tolerance, and devotion (sufism)",medium,Understanding,6,History,Descriptive,Religious History,
177,what is pollination in plants?,Pollination is the transfer of pollen from the male reproductive organ (anther) to the female reproductive organ (stigma) of a flower.,medium,Understanding,6,Biology,Descriptive,Plant Reproduction,
462,explain the significance of the non-cooperation movement in india's struggle for independence.,"The Non-Cooperation Movement boycotted British goods and institutions, showcasing mass support for Gandhi's non-violent resistance.",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
498,"what were the provisions of the rowlatt act, 1919, and how did it impact indian politics?","The Rowlatt Act allowed for indefinite detention without trial, leading to protests and the Jallianwala Bagh massacre.",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
112,what is adaptation in biology?,Adaptation is the process by which organisms adjust to their environment to increase their chances of survival and reproduction.,medium,Understanding,6,Biology,Descriptive,Evolution,
52,explain newton's first law of motion.,"An object at rest will remain at rest, and an object in motion will remain in motion unless acted upon by an external force.",medium,Understanding,6,Physics,Descriptive,Classical Mechanics,
335,choose the correct answer: the unit used to measure force is ____,Newton,easy,Remembering,6,Physics,MCQ,Mechanics,
476,what was the impact of the treaty of bassein on the maratha empire?,The Treaty of Bassein led to the British East India Company gaining control over Maratha territories and influence.,medium,Understanding,6,History,Descriptive,Indian History,
337,what is newton's first law of motion?,"Newton's first law of motion states that an object at rest will remain at rest, and an object in motion will remain in motion at a constant velocity unless acted upon by an external force.",medium,Understanding,6,Physics,Descriptive,Classical Mechanics,
441,explain the significance of the harappan city of lothal.,Lothal was an important Harappan city known for its dockyard and trade with Mesopotamia.,medium,Understanding,6,History,Descriptive,Ancient Indian History,
441,explain the significance of the harappan city of lothal.,Lothal was an important Harappan city known for its dockyard and trade with Mesopotamia.,medium,Understanding,6,History,Descriptive,Indus Valley Civilization,
224,describe the process of reflection of light.,"Reflection of light is the bouncing back of light rays from a surface, following the law of reflection where the angle of incidence equals the angle of reflection.",medium,Understanding,6,Physics,Descriptive,Optics,
3,explain the role of chlorophyll in photosynthesis.,Chlorophyll is a green pigment that captures light energy for photosynthesis.,medium,Understanding,6,Biology,Descriptive,Plant Physiology,
334,what is the difference between mass and weight?,"Mass is the amount of matter in an object and is constant, while weight is the gravitational force acting on an object and depends on the gravitational field strength.",medium,Understanding,6,Physics,Descriptive,Mechanics,
410,explain why leaves are green in color.,"Leaves are green because they contain chlorophyll, which absorbs red and blue light from the sun and reflects green light.",medium,Understanding,6,Biology,Descriptive,Plant Physiology,
171,what is the function of the cerebellum in the brain?,"The cerebellum coordinates voluntary movements, balance, and posture.",medium,Understanding,6,Biology,Descriptive,Human Physiology,
110,choose the correct answer: insects with complete metamorphosis have ____ stages in their life cycle.,Four,easy,Remembering,6,Biology,MCQ,Entomology,
164,describe the process of digestion in the human body.,"Digestion is the process by which food is broken down into smaller molecules that can be absorbed and used by the body, involving mechanical and chemical processes in the mouth, stomach, and intestines.",medium,Understanding,6,Biology,Descriptive,Human Physiology,
385,explain the significance of the ina trials during world war ii in india's freedom struggle.,The INA trials highlighted nationalist sentiments and the role of Indian soldiers in fighting for independence,medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
385,explain the significance of the ina trials during world war ii in india's freedom struggle.,The INA trials highlighted nationalist sentiments and the role of Indian soldiers in fighting for independence,medium,Understanding,6,History,Descriptive,World War II,
194,explain the difference between renewable and nonrenewable resources.,"Renewable resources are resources that can be replenished naturally over short periods of time (e.g., solar energy, wind energy), while nonrenewable resources are resources that are finite and take a long time to form (e.g., fossil fuels, minerals).",medium,Understanding,6,Biology,Descriptive,Environmental Science,
486,describe the role of motilal nehru in the indian independence movement and constitutional reforms.,Motilal Nehru was a prominent leader advocating for Swaraj (self-rule) and the Nehru Report proposing constitutional reforms.,medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
486,describe the role of motilal nehru in the indian independence movement and constitutional reforms.,Motilal Nehru was a prominent leader advocating for Swaraj (self-rule) and the Nehru Report proposing constitutional reforms.,medium,Understanding,6,History,Descriptive,Indian Constitution,
236,explain the role of potential difference in an electrical circuit.,"Potential difference (voltage) is the driving force that pushes electric charges (electrons) through a circuit, allowing electrical energy to be transferred to components like bulbs or motors.",medium,Understanding,6,Physics,Descriptive,Electricity,
34,what are the functions of the human circulatory system?,"The circulatory system transports oxygen, nutrients, and wastes throughout the body.",easy,Understanding,6,Biology,Descriptive,Human Physiology,
178,"choose the correct answer: in plants, pollen is produced by the ____",Anther,easy,Remembering,6,Biology,MCQ,Plant Reproduction,
1,what is photosynthesis?,Photosynthesis is the process by which green plants and some other organisms use sunlight to synthesize foods with the help of chlorophyll.,easy,Understanding,6,Biology,Descriptive,Plant Physiology,
12,what is pollination?,Pollination is the transfer of pollen from the male anther to the female stigma.,easy,Understanding,6,Biology,Descriptive,Plant Reproduction,
416,explain the process of pollination in plants.,"Pollination is the transfer of pollen from the male part (anther) to the female part (stigma) of a flower, enabling fertilization and seed production.",medium,Understanding,6,Biology,Descriptive,Plant Reproduction,
23,what is the role of cotyledons in seeds?,Cotyledons store food for the developing embryo.,easy,Understanding,6,Biology,Descriptive,"Plant AnatomyHere's the updated CSV with the added ""topic"" column. I've split questions with multiple topics into separate rows", repeating the question for each topic:
173,describe the structure of a typical leaf.,"A typical leaf has a flat, broad surface called the blade, a stalk called the petiole, and vascular tissue (xylem and phloem) for transport.",medium,Understanding,6,Biology,Descriptive,Plant Anatomy,
233,explain the concept of energy transformation in a simple electric circuit.,"Energy transformation in an electric circuit occurs when electrical energy from a source (e.g., battery) is converted into other forms of energy, such as light or heat, by electrical components (e.g., bulbs or resistors).",medium,Understanding,6,Physics,Descriptive,Electricity,
82,choose the correct answer: the brain and spinal cord make up the ____,Central nervous system,easy,Remembering,6,Biology,MCQ,Human Anatomy,
411,describe the structure of a leaf.,"A leaf has a flat, broad surface called the blade, attached to the stem by a stalk called the petiole. It has veins for transporting water and nutrients.",medium,Understanding,6,Biology,Descriptive,Plant Anatomy,
244,choose the correct answer: which of the following is an example of newton's third law of motion?,A person pushing against a wall,easy,Remembering,6,Physics,MCQ,Classical Mechanics,
156,what is the role of antibodies in the immune system?,Antibodies are proteins produced by the immune system that help identify and neutralize foreign substances (such as bacteria and viruses) in the body.,medium,Understanding,6,Biology,Descriptive,Immunology,
99,describe the process of photosynthesis.,"Photosynthesis is the process by which green plants use sunlight, carbon dioxide, and water to produce glucose and oxygen.",medium,Understanding,6,Biology,Descriptive,Plant Physiology,
19,explain the process of germination.,Germination is the process by which a seed develops into a new plant.,easy,Understanding,6,Biology,Descriptive,Plant Physiology,
105,what is the function of the nervous system in the human body?,The nervous system coordinates and controls all voluntary and involuntary actions.,medium,Understanding,6,Biology,Descriptive,Human Physiology,
179,describe the role of fungi in the ecosystem.,"Fungi are decomposers that break down organic matter and recycle nutrients back into the environment, forming mutually beneficial relationships with plants (mycorrhizae) and helping in nutrient cycling.",medium,Understanding,6,Biology,Descriptive,Ecology,
495,explain the role of indian princely states in the integration process after independence.,"Indian princely states acceded to the Indian Union through agreements and negotiations, contributing to the territorial integrity of India.",medium,Understanding,6,History,Descriptive,Indian History,
263,who was chanakya and what was his role in the mauryan empire?,Chanakya was an adviser to Chandragupta Maurya and played a crucial role in establishing the Mauryan Empire,medium,Understanding,6,History,Descriptive,Ancient Indian History,
324,explain the process of magnetic attraction and repulsion.,"Magnetic attraction occurs when opposite poles (north and south) attract each other, while repulsion occurs when like poles (north and north, or south and south) repel each other.",medium,Understanding,6,Physics,Descriptive,Magnetism,
484,explain the impact of the montagu-chelmsford reforms of 1919 on indian politics and governance.,"The Montagu-Chelmsford Reforms introduced limited self-government, separate electorates, and expanded legislative councils in India.",medium,Understanding,6,History,Descriptive,Indian Freedom Struggle,
180,what is symbiosis?,Symbiosis is a close and long-term interaction between two different biological species.,easy,Understanding,6,Biology,Descriptive,Ecology,
40,describe the process of excretion in humans.,Excretion is the process of removing waste products from the body.,easy,Understanding,6,Biology,Descriptive,Human Physiology,
452,explain the impact of the portuguese arrival in india on indian trade and politics.,"Portuguese arrival led to competition among European powers, establishment of trading posts (e.g., Goa), and cultural exchanges.",medium,Understanding,6,History,Descriptive,Colonial History,
